name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ljubljana,2022-08-02T00:00:00,19.8,19.8,16,78.77,0.068,100,rain,0,0,10.4,27.2,300,1018,86.7,10,,,,,"Rain, Partially cloudy",rain,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-02T01:00:00,18,18,16.9,93.07,0,0,,0,0,10.1,12.6,275,1018.9,89,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14014099999,11232099999,LJLJ"
Ljubljana,2022-08-02T02:00:00,18.8,18.8,17.1,90.31,0.076,100,rain,0,0,25.2,14.5,330,1017.7,99.9,11.1,,,,,"Rain, Overcast",rain,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-02T03:00:00,17.9,17.9,16.9,93.38,0.299,100,rain,0,0,6.1,13.8,266,1019,89,10,,,,,"Rain, Partially cloudy",rain,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-02T04:00:00,17,17,16,93.84,0,0,,0,0,8.3,7.3,281,1019,85.5,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14014099999,LJLJ,11231099999"
Ljubljana,2022-08-02T05:00:00,18.2,18.2,16.6,90.33,0,0,,0,0,18,7.1,293,1018.6,99.9,39.6,,,,,Overcast,cloudy,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-02T06:00:00,16.8,16.8,15.8,93.94,0.006,100,rain,0,0,6.8,3.8,279,1018.1,87.5,10.3,7,0,0,,"Rain, Partially cloudy",rain,"11331099999,14219099999,14014099999,11232099999,C7200,LJLJ,11231099999"
Ljubljana,2022-08-02T07:00:00,16.8,16.8,15.9,94.15,0,0,,0,0,4,6.8,288,1019,88.3,10.6,58,0.2,1,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-02T08:00:00,16.5,16.5,16.3,98.49,1.171,100,rain,0,0,11.2,1.5,293,1018.1,90.6,35.3,130,0.5,1,,"Rain, Overcast",rain,"14014099999,14010099999,E3154,14118099999,14006099999,14012099999,14112099999"
Ljubljana,2022-08-02T09:00:00,17.9,17.9,16.7,92.95,0,0,,0,0,5,7.1,277,1019.1,88.3,10.6,165,0.6,2,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-02T10:00:00,18.9,18.9,16.7,87.09,0,0,,0,0,6.1,2.4,290,1019,88.3,10.6,195,0.7,2,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-02T11:00:00,21.4,21.4,16.6,74.25,0,0,,0,0,7.3,3.6,290,1018.3,60.4,40.1,775,2.8,8,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-02T12:00:00,21.1,21.1,17.6,80.35,0,0,,0,0,14,3.7,16,1018.9,51.9,10.6,872,3.1,9,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-02T13:00:00,24,24,17.6,67.46,0,0,,0,0,21.6,2.5,87,1018.8,30.3,11,889,3.2,9,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-02T14:00:00,28.4,28.6,16.2,47.48,0,0,,0,0,21.6,10.6,231,1016.2,29.5,49.8,976,3.5,10,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-02T15:00:00,26.7,26.7,15,48.85,0,0,,0,0,23,9.4,137,1017.9,29.6,10.6,269,1,3,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-02T16:00:00,27.5,27.5,14,43.48,0,0,,0,0,23.8,17.1,95,1017.8,49.2,10,264,1,3,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-02T17:00:00,28.1,27.9,14.1,42.16,0,0,,0,0,25.2,10.9,50,1016,59.8,59.7,174,0.6,2,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-02T18:00:00,22.4,22.4,17.3,73.05,0,0,,0,0,23,5.8,4,1017.9,86.7,10,93,0.3,1,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-02T19:00:00,22.9,22.9,18.1,74.28,0,0,,0,0,22,3.7,100,1018.1,85.3,10,58,0.2,1,,Partially cloudy,partly-cloudy-day,"14219099999,E3154,LJLJ,11231099999"
Ljubljana,2022-08-02T20:00:00,24.4,24.4,16.2,60.15,0,0,,0,0,10.8,7.2,19,1016.9,10.8,59.7,18,0.1,0,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-02T21:00:00,20.9,20.9,18.6,86.42,0,0,,0,0,14,2.4,255,1019,47.5,10.6,14,0.1,0,,Partially cloudy,partly-cloudy-night,"14219099999,14014099999,E3154,LJLJ,11231099999"
Ljubljana,2022-08-02T22:00:00,19,19,17.4,90.4,0,0,,0,0,11.2,5.6,288,1019,27.1,10.6,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14219099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-02T23:00:00,21.5,21.5,16.8,75.02,0,0,,0,0,7.2,3.6,40,1018.1,43.9,49.9,,,,,Partially cloudy,partly-cloudy-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-03T00:00:00,17.1,17.1,15.8,92.23,0,0,,0,0,7.9,5.1,326,1019,0,10,,,,,Clear,clear-night,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-03T01:00:00,16.1,16.1,15.8,97.83,0,0,,0,0,6.5,5.2,288,1019.1,0,10,,,,,Clear,clear-night,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-03T02:00:00,18.8,18.8,16.1,84.32,0,0,,0,0,7.2,3.6,31,1018.7,25.9,44.9,,,,,Partially cloudy,partly-cloudy-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-03T03:00:00,15.1,15.1,14,93.04,0,0,,0,0,5.8,2,320,1019.2,0,10,,,,,Clear,clear-night,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-03T04:00:00,14.1,14.1,13.9,98.62,0,0,,0,0,5.8,2.1,310,1019.1,0,10,,,,,Clear,clear-night,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-03T05:00:00,17.4,17.4,15.6,89.46,0,0,,0,0,3.7,0,8,1018.7,10,30,,,,,Clear,clear-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-03T06:00:00,14.1,14.1,13,93.3,0,0,,0,0,5.8,2.1,280,1019.2,6.8,10.6,7,0,0,,Clear,clear-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-03T07:00:00,15.1,15.1,14.8,97.61,0,0,,0,0,4.7,2,264,1020.1,30,10.3,127,0.5,1,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-03T08:00:00,20.3,20.3,15.8,75.71,0,0,,0,0,7.2,0.2,328,1018.9,9.6,49.8,315,1.1,3,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-03T09:00:00,20.9,20.9,15.8,72.55,0,0,,0,0,5.4,2.1,224,1020,27.5,10.6,489,1.8,5,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-03T10:00:00,23.7,23.7,16.7,64.78,0,0,,0,0,6.8,3.7,124,1019.9,26.4,10.6,654,2.4,7,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-03T11:00:00,26.6,26.6,15.8,51.8,0,0,,0,0,10.9,3.6,51,1018,10,54.9,780,2.8,8,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-03T12:00:00,27.6,27.9,15.8,48.56,0,0,,0,0,24.5,6.7,44,1018.9,27.7,11.3,898,3.2,9,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-03T13:00:00,27,27.2,14.9,47.42,0,0,,0,0,26.6,7.2,85,1018.8,27.7,11.3,902,3.2,9,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-03T14:00:00,30.5,30.2,15.1,39.35,0,0,,0,0,14.5,7.1,102,1016,10.5,49.8,921,3.3,9,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-03T15:00:00,28.8,28.4,13.7,39.57,0,0,,0,0,23.8,5.7,103,1017.8,48,11.3,819,2.9,8,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-03T16:00:00,28.9,28.4,13.4,38.43,0,0,,0,0,23,10.3,77,1016.8,27.5,10,288,1,3,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-03T17:00:00,31.9,30.8,12.9,31.41,0,0,,0,0,18,3.7,50,1014.5,26,59.4,520,1.9,5,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-03T18:00:00,29.7,29,13.4,36.68,0,0,,0,0,20.9,8.9,96,1015.9,27.5,10,332,1.2,3,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-03T19:00:00,29.6,28.9,13.4,36.97,0,0,,0,0,19.1,8,85,1015.8,27.5,10,28,0.1,0,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-03T20:00:00,29,28.4,13.4,38.38,0,0,,0,0,14.4,3.7,129,1014.7,10,59.8,14,0.1,0,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-03T21:00:00,24,24,15.6,59.46,0,0,,0,0,13,4,132,1016.9,30,10.6,9,0,0,,Partially cloudy,partly-cloudy-night,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-03T22:00:00,20.9,20.9,15.8,72.39,0,0,,0,0,11.9,0.5,343,1018,22.4,10.6,,,,,Partially cloudy,partly-cloudy-night,"14219099999,14014099999,LJLJ,11231099999"
Ljubljana,2022-08-03T23:00:00,24,24,15.3,58.33,0,0,,0,0,3.6,0,340,1016.6,10,50,,,,,Clear,clear-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-04T00:00:00,18.2,18.2,15.8,85.65,0,0,,0,0,7.2,0.9,2,1018,0,10,,,,,Clear,clear-night,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-04T01:00:00,18.1,18.1,15.7,86.32,0,0,,0,0,5,2.2,189,1018.9,30,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-04T02:00:00,21.3,21.3,15.5,69.85,0,0,,0,0,3.6,0,248,1017.7,10,50,,,,,Clear,clear-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-04T03:00:00,16.1,16.1,14.9,92.59,0,0,,0,0,7.6,1.9,272,1019,0,10,,,,,Clear,clear-night,"14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-04T04:00:00,16.1,16.1,14.8,91.98,0,0,,0,0,6.8,3.5,274,1018.1,0,10,,,,,Clear,clear-night,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-04T05:00:00,18.7,18.7,15.3,80.92,0,0,,0,0,0.1,0.1,331,1017.8,0,45.1,,,,,Clear,clear-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-04T06:00:00,14.2,14.2,13.8,97.29,0,0,,0,0,5.8,2.1,278,1018.1,2.3,10.6,7,0,0,,Clear,clear-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-04T07:00:00,16.1,16.1,15.5,96.09,0,0,,0,0,5,2,273,1019,27.4,10.6,111,0.4,1,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-04T08:00:00,21.6,21.6,15.6,68.77,0,0,,0,0,7.2,3.5,78,1017.5,0.1,49.8,295,1.1,3,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-04T09:00:00,22.9,22.9,15.8,64.19,0,0,,0,0,6.5,4.1,239,1018,27.4,10.3,471,1.7,5,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-04T10:00:00,25.7,25.7,16.5,56.77,0,0,,0,0,7.2,2.3,36,1017.9,27.5,10.6,640,2.3,6,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-04T11:00:00,28.9,29,15.6,44.58,0,0,,0,0,10.8,3.7,50,1016.1,0.1,30.3,768,2.8,8,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-04T12:00:00,29.7,29.2,14,38.3,0,0,,0,0,15.5,9.3,93,1018,26.4,10.6,851,3.1,9,,Partially cloudy,partly-cloudy-day,"14219099999,14014099999,E3154,LJLJ,11231099999"
Ljubljana,2022-08-04T13:00:00,30.6,29.9,14,36.3,0,0,,0,0,18.4,9.2,84,1016.8,26.4,10.6,880,3.2,9,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-04T14:00:00,32.4,31.2,12.1,28.91,0,0,,0,0,14.5,3.6,230,1014.4,10.1,49.8,858,3.1,9,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-04T15:00:00,31.7,31.2,14.7,35.59,0,0,,0,0,19.8,5.4,75,1015.8,27.7,11.3,791,2.8,8,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-04T16:00:00,32.8,31.9,13.6,31.35,0,0,,0,0,19.8,5.5,137,1015.7,27.5,10,666,2.4,7,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-04T17:00:00,34.2,33.2,13.2,28.15,0,0,,0,0,18,7.1,184,1012.7,14,54.9,510,1.8,5,,Clear,clear-day,"14014099999,E3154,14118099999,14006099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-04T18:00:00,32.7,31.6,12.9,30.15,0,0,,0,0,19.1,10.5,140,1014.7,27.5,10,325,1.2,3,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-04T19:00:00,31.7,30.6,12.9,31.85,0,0,,0,0,19.8,9.3,104,1014.7,27.5,10,30,0.1,0,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-04T20:00:00,31.2,30.3,13.4,33.81,0,0,,0,0,14.4,3.7,120,1012.9,10,54.9,12,0,0,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-04T21:00:00,25.9,25.9,15.6,53.09,0,0,,0,0,13.7,4.6,96,1015.8,30,10.6,7,0,0,,Partially cloudy,partly-cloudy-night,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-04T22:00:00,24,24,15.6,59.49,0,0,,0,0,13,5.8,102,1015.9,8,10.6,,,,,Clear,clear-night,"11331099999,14219099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-04T23:00:00,25.5,25.5,14.7,50.98,0,0,,0,0,3.6,0,101,1014.9,10,45.1,,,,,Clear,clear-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-05T00:00:00,20.2,20.2,15.9,76.21,0,0,,0,0,4,3.6,320,1016.9,0,10,,,,,Clear,clear-night,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T01:00:00,19.2,19.2,15.9,81.23,0,0,,0,0,4,1.9,290,1016.9,0,10,,,,,Clear,clear-night,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T02:00:00,22.5,22.5,15.3,64.06,0,0,,0,0,7.2,0.1,283,1015.5,0,45.1,,,,,Clear,clear-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-05T03:00:00,18.1,18.1,15,81.71,0,0,,0,0,4.7,5.1,300,1016,0,10,,,,,Clear,clear-night,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T04:00:00,17.2,17.2,14.9,86.73,0,0,,0,0,4.3,0.4,352,1016,0,10,,,,,Clear,clear-night,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T05:00:00,20.5,20.5,15,70.86,0,0,,0,0,3.6,0,330,1015.1,0,40.1,,,,,Clear,clear-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-05T06:00:00,16.2,16.2,14.8,91.46,0,0,,0,0,4,2.1,323,1016,0,10.6,7,0,0,,Clear,clear-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T07:00:00,18.1,18.1,15.6,85.71,0,0,,0,0,3.6,2,314,1016,0,10.6,111,0.4,1,,Clear,clear-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T08:00:00,22.1,22.1,15.6,66.63,0,0,,0,0,7.2,0.2,79,1014.9,0,49.8,288,1,3,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-05T09:00:00,24.1,24.1,15.9,60.09,0,0,,0,0,7.9,2.2,25,1015.9,0,10.6,469,1.7,5,,Clear,clear-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T10:00:00,27,27.4,15.8,50.6,0,0,,0,0,7.9,3.7,60,1015.8,0,10.6,631,2.3,6,,Clear,clear-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T11:00:00,27.1,27.6,16.2,51.27,0,0,,0,0,11.9,6,77,1012.9,10,43.7,756,2.7,8,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14006099999,14012099999,14112099999"
Ljubljana,2022-08-05T12:00:00,30.8,31.1,16.6,42.58,0,0,,0,0,6.5,5.2,63,1014.8,27.7,10.6,831,3,8,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T13:00:00,32.8,33.1,16.7,38.33,0,0,,0,0,9.4,5.5,122,1013.8,27.7,10.6,856,3.1,9,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T14:00:00,35.9,35.7,14.9,28.55,0,0,,0,0,18.1,7,220,1010.9,10.2,49.8,253,0.9,3,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-05T15:00:00,35.6,35.7,15.8,30.81,0,0,,0,0,14.8,7.2,79,1012.7,28.9,10.6,763,2.7,8,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T16:00:00,35.8,35.8,15.6,30.19,0,0,,0,0,22.3,5.8,192,1011.7,27.5,10,629,2.3,6,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T17:00:00,33.5,32.8,14.4,31.67,0,0,,0,0,28.3,11.4,158,1008.9,50,44.8,517,1.9,5,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14006099999,14012099999,14112099999"
Ljubljana,2022-08-05T18:00:00,34,33.3,13.9,29.74,0,0,,0,0,54,11.5,238,1012,51.5,9.7,348,1.3,3,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T19:00:00,32.4,32.4,16,37.44,1.279,100,rain,0,0,54,13.7,274,1012.4,49.2,10,49,0.2,0,,"Rain, Partially cloudy",rain,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T20:00:00,32.3,32.1,15.5,36.39,0,0,,0,0,25.3,10.9,290,1010.4,10.5,49.8,5,0,0,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-05T21:00:00,27,27.3,15.3,48.8,0,0,,0,0,16.2,18.1,299,1014.3,48,10.6,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14219099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T22:00:00,26,26,15.2,51.31,0,0,,0,0,10.1,13.4,311,1014.3,26.4,10.6,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14219099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-05T23:00:00,28,28.1,15.3,46.02,0,0,,0,0,10.9,3.7,310,1012.6,30,54.8,,,,,Partially cloudy,partly-cloudy-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-06T00:00:00,25.4,25.4,16.4,57.53,0,0,,0,0,7.9,11.9,301,1015.2,29.8,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-06T01:00:00,23.8,23.8,16.1,61.96,0,0,,0,0,7.9,11,300,1015.1,28.3,10,,,,,Partially cloudy,partly-cloudy-night,"14014099999,LJLJ,11231099999"
Ljubljana,2022-08-06T02:00:00,25.1,25.1,16,57.29,0,0,,0,0,0.2,0.1,30,1013.3,10.4,45,,,,,Clear,clear-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-06T03:00:00,20.8,20.8,17.2,79.67,0,0,,0,0,7.9,5.3,60,1015.2,27.5,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-06T04:00:00,20.8,20.8,18,84.3,0,0,,0,0,6.5,2.1,274,1015.2,51.5,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-06T05:00:00,22.7,22.7,16.2,66.68,0,0,,0,0,7.2,0,340,1013.6,40,44.9,,,,,Partially cloudy,partly-cloudy-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-06T06:00:00,19.8,19.8,17.7,87.99,0,0,,0,0,5.8,2.4,246,1015.3,48.9,10.6,5,0,0,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-06T07:00:00,21.7,21.7,17.8,78.51,0,0,,0,0,5.8,2.2,257,1016.2,84,10.6,49,0.2,0,,Partially cloudy,partly-cloudy-day,"14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-06T08:00:00,24.6,24.6,16.4,60.19,0,0,,0,0,3.7,0.2,313,1014.4,59.8,49.8,287,1,3,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-06T09:00:00,25.4,25.4,17.9,63,0,0,,0,0,6.8,7.1,47,1016.2,48.9,10.6,457,1.6,5,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-06T10:00:00,28.1,28.7,17.1,51.32,0,0,,0,0,9.7,5.5,120,1016.2,48.9,11,406,1.5,4,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-06T11:00:00,27.5,27.9,16.1,49.63,0,0,,0,0,19.2,8.1,351,1015,90,44.6,155,0.6,2,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14006099999,14012099999,14112099999"
Ljubljana,2022-08-06T12:00:00,29.9,30,16.1,43.22,0.015,100,rain,0,0,27.7,13,327,1017.2,51.4,11,364,1.3,4,,"Rain, Partially cloudy",rain,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-06T13:00:00,29.8,29.9,16.3,44.14,0,0,,0,0,32.4,21.4,293,1017.2,53.4,11,281,1,3,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-06T14:00:00,23.6,23.6,16.3,63.81,1.906,100,rain,0,0,35.9,17.5,319,1018.1,99.4,1.6,325,1.2,3,,"Rain, Overcast",rain,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-06T15:00:00,21.7,21.7,20.3,91.83,0,0,,0,0,32,7.3,181,1018,88.4,11,186,0.7,2,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-06T16:00:00,24.3,24.3,20.3,78.18,0.007,100,rain,0,0,29.5,7.5,299,1017.1,89,10,118,0.4,1,,"Rain, Partially cloudy",rain,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-08-06T17:00:00,28.2,29.1,18.2,54.58,0,0,,0,0,21.5,10.7,352,1015.4,10.8,59.7,151,0.5,2,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-08-06T18:00:00,24.9,24.9,21.3,80.18,0,0,,0,0,24.8,5.7,278,1018,50,10,169,0.6,2,,Partially cloudy,partly-cloudy-day,"14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
