name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ljubljana,2022-09-04T10:00:00,18.4,18.4,13.1,71.16,0,0,,0,0,7.6,2.4,278,1020,80,10.7,253,0.9,3,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-04T11:00:00,22,22,12.9,56.2,0,0,,0,0,10.8,3.6,159,1019.6,40.2,40,434,1.6,4,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-04T12:00:00,21.5,21.5,14,62.17,0,0,,0,0,8.6,3.6,210,1020,86.3,10.6,446,1.6,4,,Partially cloudy,partly-cloudy-day,"14219099999,14014099999,E3154,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-04T13:00:00,23.4,23.4,13,52.3,0,0,,0,0,9,7,295,1019.9,52,11,835,3,8,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-04T14:00:00,26.3,26.3,12.6,42.66,0,0,,0,0,10.9,3.7,266,1018.1,11.7,49.7,891,3.2,9,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-04T15:00:00,25.4,25.4,12,43.22,0,0,,0,0,8.3,7,126,1018.9,29.6,10.7,928,3.3,9,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-04T16:00:00,25,25,11.2,42.1,0,0,,0,0,8.3,4.3,9,1018.9,50,10,151,0.5,2,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-04T17:00:00,28.2,27.5,11.7,35.92,0,0,,0,0,14.4,7.2,189,1017.6,66,69.5,116,0.4,1,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-04T18:00:00,22.5,22.5,14,58.87,0,0,,0,0,27,21.9,97,1019.9,50,10,90,0.3,1,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-04T19:00:00,19.9,19.9,14,69.04,0,0,,0,0,28.1,20.3,132,1020.9,50,10,12,0,0,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-04T20:00:00,21.2,21.2,12.9,59.03,0.016,100,rain,0,0,11,0.2,94,1021.2,89.9,69.2,9,0,0,,"Rain, Partially cloudy",rain,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-04T21:00:00,17.3,17.3,15.7,90.25,0,0,,0,0,4.3,5.6,269,1023,82.5,10.3,,,,,Partially cloudy,partly-cloudy-night,"14219099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-04T22:00:00,16.6,16.6,15.7,94.2,0,0,,0,0,6.1,7.3,279,1023.9,26.4,10.3,,,,,Partially cloudy,partly-cloudy-night,"14219099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-04T23:00:00,18.5,18.5,15.3,81.6,0,0,,0,0,7.3,0.1,162,1023.2,49.5,64.3,,,,,Partially cloudy,partly-cloudy-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-05T00:00:00,15.8,15.8,13.9,88.63,0,0,,0,0,6.8,0.6,340,1024,0,10,,,,,Clear,clear-night,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-05T01:00:00,15.7,15.7,13.9,88.76,0,0,,0,0,4.7,2.2,271,1024.1,0,10,,,,,Clear,clear-night,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-05T02:00:00,16.5,16.5,15,90.88,0.033,100,rain,0,0,7.2,0.1,74,1024.2,0,34.8,,,,,Rain,rain,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-05T03:00:00,15.2,15.2,12.9,85.86,0,0,,0,0,4.7,1.8,300,1024.1,0,10,,,,,Clear,clear-night,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-05T04:00:00,14.3,14.3,12.1,86.66,0,0,,0,0,4.3,1.9,320,1024.1,0,10,,,,,Clear,clear-night,"11331099999,14014099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-05T05:00:00,14.6,14.6,13.8,94.93,0,0,,0,0,3.6,0.1,245,1024.2,89,8.3,,,,,Partially cloudy,partly-cloudy-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-05T06:00:00,13.6,13.6,11,84.29,0,0,,0,0,3.6,1.8,320,1024.1,27.4,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14219099999,14014099999,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-05T07:00:00,13,13,11,87.84,0,0,,0,0,2.9,2.3,236,1025.1,27.4,10,16,0.1,0,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-05T08:00:00,15.3,15.3,14.3,93.79,0,0,,0,0,7.2,3.4,40,1024.9,86.2,1.3,214,0.8,2,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-05T09:00:00,16.2,16.2,14,86.4,0,0,,0,0,7.6,3.7,55,1025,27.6,10.3,418,1.5,4,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-05T10:00:00,18.6,18.6,14.9,79.17,0,0,,0,0,7.9,2.1,10,1025,85.7,10.3,647,2.3,6,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-05T11:00:00,20.6,20.6,14.6,68.16,0,0,,0,0,10.8,3.6,31,1023.9,50.2,39.9,496,1.8,5,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-05T12:00:00,20.7,20.7,14.8,68.8,0,0,,0,0,6.5,2.1,146,1023.9,88.4,10.7,715,2.6,7,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-05T13:00:00,21.9,21.9,15.6,67.67,0,0,,0,0,8.3,6.7,131,1023.8,88.4,10.7,911,3.3,9,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-05T14:00:00,25.4,25.4,15.3,53.65,0,0,,0,0,10.9,3.7,318,1021.5,80.1,49.6,388,1.4,4,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-05T15:00:00,24.3,24.3,14.9,55.94,0,0,,0,0,11.5,1.1,21,1021.8,88.4,10.7,673,2.4,7,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-05T16:00:00,25,25,15,53.67,0,0,,0,0,9.7,2.5,136,1021.8,49.2,10,545,2,5,,Partially cloudy,partly-cloudy-day,"14219099999,14014099999,E3154,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-05T17:00:00,28.2,27.9,13.7,40.97,0,0,,0,0,14.5,7.2,179,1019.2,10,69.5,376,1.4,4,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-05T18:00:00,24.5,24.5,15,55.67,0,0,,0,0,12.2,7.9,141,1019.9,27.4,10,107,0.4,1,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-05T19:00:00,23,23,15.8,64.09,0,0,,0,0,13,14,114,1020.8,27.4,10,16,0.1,0,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-05T20:00:00,24,24,15.3,58.46,0,0,,0,0,17.9,3.6,109,1019.6,30,49.8,7,0,0,,Partially cloudy,partly-cloudy-night,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-05T21:00:00,20.1,20.1,15.8,76.62,0,0,,0,0,11.9,4.2,128,1021.8,27.6,10.7,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14219099999,14014099999,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-05T22:00:00,19.3,19.3,15.8,80.33,0.003,100,rain,0,0,8.3,5.8,72,1021,27.6,10.7,,,,,"Rain, Partially cloudy",rain,"11331099999,14219099999,14014099999,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-05T23:00:00,20.1,20.1,15.3,74.24,0,0,,0,0,7.2,3.6,61,1020.7,30,30.1,,,,,Partially cloudy,partly-cloudy-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-06T00:00:00,18,18,16,88.57,0.015,100,rain,0,0,4.7,3.7,302,1021.9,51.5,10,,,,,"Rain, Partially cloudy",rain,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-06T01:00:00,17.9,17.9,15.1,83.86,0.003,100,rain,0,0,5.4,3.7,284,1021.9,85.5,10,,,,,"Rain, Partially cloudy",rain,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-06T02:00:00,18.6,18.6,14.8,78.86,0,0,,0,0,7.2,3.6,231,1021.1,99.9,30,,,,,Overcast,cloudy,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-06T03:00:00,17.3,17.3,15.1,86.71,0,0,,0,0,5.4,5.4,263,1021.1,86.7,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-06T04:00:00,16.2,16.2,14.1,87.78,0,0,,0,0,6.1,3.7,283,1021,30,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14014099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-06T05:00:00,16.6,16.6,14.1,85.3,0,0,,0,0,3.6,0.1,284,1020.7,30,29.9,,,,,Partially cloudy,partly-cloudy-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-06T06:00:00,14.1,14.1,13.1,93.92,0.007,100,rain,0,0,3.6,3.7,263,1021,28.3,10,,,,,"Rain, Partially cloudy",rain,"11331099999,14219099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-09-06T07:00:00,15,15,13.1,88.15,0,0,,0,0,3.2,2.2,339,1021,0,10,30,0.1,0,,Clear,clear-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-06T08:00:00,16.7,16.7,13.4,80.85,0,0,,0,0,7.2,3.5,196,1020.7,10,49.8,186,0.7,2,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-06T09:00:00,19,19,14.8,76.7,0,0,,0,0,8.3,5.4,251,1021,10,11.3,378,1.4,4,,Clear,clear-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-06T10:00:00,20.6,20.6,14.9,69.95,0,0,,0,0,9,2.2,99,1021,10,11.3,550,2,6,,Clear,clear-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-06T11:00:00,24,24,14.7,55.81,0,0,,0,0,10.8,3.6,80,1019.3,0.1,40,691,2.5,7,,Clear,clear-day,"14014099999,E3154,14118099999,14006099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-06T12:00:00,24.7,24.7,15.7,57.36,0,0,,0,0,5,3.7,77,1019.9,26.4,11.3,763,2.7,8,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-09-06T13:00:00,24.9,24.9,15.7,56.61,0,0,,0,0,8.6,5.2,71,1018.9,27.6,11.3,786,2.8,8,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-06T14:00:00,29.9,29.7,15.1,40.5,0,0,,0,0,18,7.1,194,1016.4,11.3,39.9,744,2.7,7,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-06T15:00:00,27.5,27.8,15.7,48.5,0,0,,0,0,17.3,5.6,305,1017.8,30.9,11.3,686,2.5,7,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-06T16:00:00,27.5,27.6,14.9,46.08,0,0,,0,0,16.6,4,60,1016.8,50,10,636,2.3,6,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-06T17:00:00,30.2,29.4,13.1,35.01,0,0,,0,0,28.7,14.4,230,1014.9,50,69.4,424,1.5,4,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-06T18:00:00,26.8,27,13.9,45.1,0,0,,0,0,18.4,12.2,259,1016.8,27.4,10,125,0.5,1,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-06T19:00:00,24.6,24.6,15.7,57.89,0,0,,0,0,16.2,5.8,211,1016.8,27.4,10,19,0.1,0,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-06T20:00:00,25.5,25.5,14.4,50.3,0,0,,0,0,17.9,7.1,228,1015.5,10.3,59.6,11,0,0,,Clear,clear-night,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-06T21:00:00,20.5,20.5,15.8,74.09,0,0,,0,0,9.4,4,80,1017.9,47.4,10.7,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14219099999,14014099999,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-06T22:00:00,20.2,20.2,15.7,75.51,0,0,,0,0,8.3,2.6,132,1017.9,27.4,10.7,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14219099999,14014099999,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-06T23:00:00,22.4,22.4,14.7,61.66,0,0,,0,0,10.7,0,98,1016.7,40,54.7,,,,,Partially cloudy,partly-cloudy-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-07T00:00:00,18.2,18.2,16,86.76,0,0,,0,0,3.6,0.6,17,1018,50,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-07T01:00:00,18.2,18.2,16,87.05,0,0,,0,0,3.2,2,90,1018,30,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-07T02:00:00,18.8,18.8,15.1,79.37,0,0,,0,0,3.7,0.1,327,1017.4,59.8,44.8,,,,,Partially cloudy,partly-cloudy-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-07T03:00:00,17.5,17.5,15,85.51,0,0,,0,0,2.9,2,290,1018,90,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-07T04:00:00,17.3,17.3,15,86.32,0,0,,0,0,2.9,7.2,231,1017.1,0,10,,,,,Clear,clear-night,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-07T05:00:00,18.3,18.3,15.3,83,0,0,,0,0,3.7,0.1,354,1016.5,89.7,35,,,,,Partially cloudy,partly-cloudy-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-07T06:00:00,15.8,15.8,14.8,93.58,0,0,,0,0,2.2,3.8,311,1017.1,50,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14219099999,14014099999,11232099999,LJLJ,11231099999"
Ljubljana,2022-09-07T07:00:00,14.2,14.2,13.9,98.34,0,0,,0,0,3.2,2.2,341,1018,27.4,10,16,0.1,0,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,LJLJ,11231099999"
Ljubljana,2022-09-07T08:00:00,18.8,18.8,15.5,81.45,0,0,,0,0,3.7,0.2,44,1017,10.4,30,183,0.7,2,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-07T09:00:00,19.1,19.1,16.7,86,0,0,,0,0,7.2,0.3,8,1018,27.6,10,360,1.3,4,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-07T10:00:00,21.9,21.9,15.9,68.9,0,0,,0,0,9,2.1,224,1017,28.9,10.3,538,1.9,5,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-07T11:00:00,25.7,25.7,15.2,52.06,0,0,,0,0,14.5,7.2,209,1015.7,10.2,30.1,652,2.3,7,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-07T12:00:00,25.4,25.4,15.9,55.82,0,0,,0,0,20.2,7,71,1016.9,31.6,10.7,735,2.6,7,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-07T13:00:00,26.8,27.3,15.8,51.12,0,0,,0,0,25.9,7,347,1015.9,52.6,10.3,796,2.9,8,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-07T14:00:00,28.5,28.4,14.7,42.79,0,0,,0,0,32.2,13.9,221,1014.2,59.6,39.9,295,1.1,3,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-07T15:00:00,27.1,27.4,15,47.31,0,0,,0,0,25.9,11.7,214,1014.8,52,10,142,0.5,1,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-07T16:00:00,27.2,27.5,15.1,47.6,0,0,,0,0,25.9,14,224,1014.8,86.7,10,645,2.3,6,,Partially cloudy,partly-cloudy-day,"11331099999,14014099999,E3154,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-07T17:00:00,28.2,28.1,14.6,43.34,0,0,,0,0,28.7,14.4,238,1013.5,10.6,64.6,134,0.5,1,,Clear,clear-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-07T18:00:00,24.7,24.7,15.8,57.52,0,0,,0,0,20.9,13.5,102,1014.8,89,10,155,0.6,2,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-07T19:00:00,23.2,23.2,15.9,63.57,0,0,,0,0,14.8,10,90,1014.9,87.5,10,23,0.1,0,,Partially cloudy,partly-cloudy-day,"11331099999,14014099999,E3154,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-07T20:00:00,25,25,14.6,52.39,0,0,,0,0,17.9,3.7,279,1014.4,10.9,64.5,9,0,0,,Clear,clear-night,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-07T21:00:00,20.7,20.7,15.8,73.52,0,0,,0,0,13.3,4,133,1015.9,88.4,10.7,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14219099999,14014099999,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-07T22:00:00,19.9,19.9,15.8,77.09,0,0,,0,0,6.5,0.9,345,1016,48.7,10.7,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14219099999,14014099999,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-07T23:00:00,22,22,15.2,65.17,0,0,,0,0,10.7,3.6,291,1015.1,10.2,49.7,,,,,Clear,clear-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-08T00:00:00,18.1,18.1,15.9,86.66,0,0,,0,0,5.8,2.2,247,1016,0,10,,,,,Clear,clear-night,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-08T01:00:00,18,18,15,82.73,0,0,,0,0,5.4,1.8,160,1015,26.4,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-08T02:00:00,19.1,19.1,15.3,78.91,0,0,,0,0,3.6,0,171.5,1014.5,40,39.8,,,,,Partially cloudy,partly-cloudy-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-08T03:00:00,17,17,14,82.75,0,0,,0,0,4,0.3,356,1015,48.1,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-08T04:00:00,16.7,16.7,14,84.14,0,0,,0,0,4.3,1.9,77,1014.9,48.1,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-08T05:00:00,17.1,17.1,15.1,87.97,0,0,,0,0,10.7,3.6,28,1013.8,40.6,29.9,,,,,Partially cloudy,partly-cloudy-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-08T06:00:00,16.6,16.6,14.6,87.64,0,0,,0,0,4,2.1,292,1014,89,10,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14219099999,14014099999,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-08T07:00:00,16.9,16.9,14.5,85.81,0,0,,0,0,4,2.1,35,1013,89,10,9,0,0,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-08T08:00:00,18.2,18.2,14.8,81.03,0,0,,0,0,7.2,0.2,221,1013.1,61.1,30,72,0.3,1,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-08T09:00:00,18.8,18.8,15.6,81.32,0,0,,0,0,9.4,2.7,108,1012.9,89,11.3,107,0.4,1,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-08T10:00:00,19.1,19.1,15.6,80.53,0,0,,0,0,8.3,2.4,198,1012.8,89,11.3,33,0.1,0,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-08T11:00:00,20.2,20.2,16.1,77.04,0,0,,0,0,11,3.8,329,1012.6,90.1,18.9,5,0,0,,Overcast,cloudy,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-08T12:00:00,16.8,16.8,16.7,99.6,0.053,100,rain,0,0,40,13.9,280,1014.8,100,6.6,12,0,0,,"Rain, Overcast",rain,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-08T13:00:00,16.1,16.1,16.8,100,0.217,100,rain,0,0,41,12.5,126,1013,100,9.4,23,0.1,0,,"Rain, Overcast",rain,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-08T14:00:00,18.1,18.1,16.8,92.63,8.976,100,rain,0,1,7.3,3.6,340,1014.2,100,3.1,81,0.3,1,,"Rain, Overcast",rain,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-08T15:00:00,16.9,16.9,16.9,99.45,0.112,100,rain,0,0,12.6,7.7,165,1012.9,89.7,9.3,158,0.6,2,,"Rain, Partially cloudy",rain,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-08T16:00:00,17.6,17.6,16.9,95.51,0,0,,0,0,27.4,7.7,143,1013.8,89,10,121,0.4,1,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-08T17:00:00,20,20,16.9,81.91,0,0,,0,0,10.8,3.6,211,1012.7,89.7,39.6,146,0.5,1,,Partially cloudy,partly-cloudy-day,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-08T18:00:00,18.3,18.3,17.8,96.89,0,0,,0,0,18.7,4.1,266,1012.8,50,10,102,0.4,1,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-08T19:00:00,17.2,17.2,17.7,100,0,0,,0,0,10.4,1.1,1,1012.9,89,10,16,0.1,0,,Partially cloudy,partly-cloudy-day,"11331099999,14219099999,14014099999,E3154,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-08T20:00:00,19,19,16.9,87.2,3.002,100,rain,0,0,3.6,0,280,1012.6,99.9,29.7,7,0,0,,"Rain, Overcast",rain,"14014099999,14010099999,E3154,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-08T21:00:00,16.9,16.9,16.8,99.04,0.064,100,rain,0,0,6.8,2.2,334,1014,89.7,10,,,,,"Rain, Partially cloudy",rain,"11331099999,14219099999,14014099999,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-08T22:00:00,16.4,16.4,16.7,100,0.012,100,rain,0,0,5.8,2.3,219,1015,89.7,5.3,,,,,"Rain, Partially cloudy",rain,"11331099999,14219099999,14014099999,11232099999,14012099999,LJLJ"
Ljubljana,2022-09-08T23:00:00,18.2,18.2,17.1,93.27,0,0,,0,0,7.2,3.6,11,1013.8,90,17.9,,,,,Partially cloudy,partly-cloudy-night,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
Ljubljana,2022-09-09T00:00:00,16.4,16.4,15.8,96.51,0.003,100,rain,0,0,6.5,2.1,287,1015.1,89,10,,,,,"Rain, Partially cloudy",rain,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-09T01:00:00,16.4,16.4,15.8,96.06,0,0,,0,0,4.7,2,238,1014.2,85.5,5.2,,,,,Partially cloudy,partly-cloudy-night,"11331099999,14014099999,11232099999,14012099999,LJLJ,11231099999"
Ljubljana,2022-09-09T02:00:00,18,18,16.8,93.21,0,0,,0,0,17.8,7.2,139,1014.5,100,8.1,,,,,Overcast,cloudy,"14014099999,14010099999,14118099999,14015099999,14012099999,14112099999"
